vivae1,vivae2
0.90428454,1.5483899
-0.78095615,1.6576858
0.09533821,1.9854146
-1.0898814,-0.8173392
-0.7485014,-2.4924626
-0.95499283,0.76988447
3.323972,1.3605464
0.13750246,-1.1146001
-0.5183533,1.6027377
-0.43439132,0.55040956
1.9134678,-2.3131573
0.48598602,-0.45235202
-0.72691196,-2.612285
-0.7620779,1.1305116
-0.30019394,-0.57316643
-0.62334824,1.1851928
0.14746043,-0.3454702
-0.6383873,1.2462168
1.6522138,0.6370181
0.41359568,2.208475
-0.3464818,1.5037372
1.4959943,2.3725026
-1.33827,-1.0217814
1.1293195,0.1405662
-1.7795017,-1.9225446
-1.3852618,-0.8688543
0.5979082,-0.0791655
-0.010053769,1.6103004
0.7475222,1.250946
1.0158542,2.2882168
-0.5883827,-0.4440941
-0.009454057,0.8901068
0.99553144,2.2375646
0.05855615,2.5009322
-1.0891534,0.80157566
-1.390476,1.818426
0.14886448,0.6302495
-0.54115236,2.313547
-0.83916783,2.5907574
-1.7137316,-2.1139762
-0.791274,-2.224927
-0.8508182,0.83574414
-0.9928704,1.3021406
0.40909585,0.7260555
-0.704309,-0.97481275
-0.7047378,-3.3232133
-0.8341557,-1.8864965
-1.8436518,-1.0385121
1.9363765,0.81128454
1.1136037,1.0062361
-1.342814,-0.65887654
1.807092,-1.5665917
1.5177213,-1.6577884
1.3135955,2.3936155
-0.39818206,2.5231662
-0.1992988,-0.5695015
-1.2246346,-0.925092
0.11543952,-0.16354339
-0.32523865,3.2925394
-0.6282654,-2.6582518
-1.6543959,-1.8821042
-0.69421804,-0.52463746
-0.2506546,2.502101
-1.5404115,-0.9660013
-1.2415326,2.7984579
1.1704593,-0.36049703
-2.0521736,0.9661766
0.08767944,1.8070588
0.25930628,-3.058001
-1.3196083,1.6533374
2.5664244,1.2175903
0.5666429,2.612959
-0.8747661,2.9469798
1.154542,3.9653947
3.0057573,1.7575678
-0.82494223,-0.5032506
0.13674745,-0.7716577
-0.89388084,-2.4293745
0.70137316,0.11009118
-0.118084855,1.9750649
-0.9505996,-2.4506078
-1.4289031,1.5883404
-0.6466176,3.0198839
-1.0785372,0.5809504
1.0233852,1.7381335
-0.15792134,-0.22685897
-1.3963672,-2.6908674
1.3035051,2.5721734
1.3357252,0.9154341
-0.43032515,2.025186
-1.1758379,-0.64640224
-0.33388993,-0.91386163
0.69300365,0.01484023
-0.0014167503,-0.14854982
-0.27120116,1.790191
3.0185723,-0.49204564
0.6996757,1.4125794
-0.5345124,1.4669465
-0.31905448,-1.0450705
-0.42818373,1.6204524
-1.2553092,-2.0697458
0.9287479,-3.6155882
-1.7098902,1.335126
-0.38763762,2.4057567
-0.27080092,-1.8662283
2.6645975,2.999794
-0.7031028,-2.7727108
0.21964416,0.003985077
-0.3169467,2.574045
0.20408735,1.9852623
-0.2042956,1.8678085
-1.3739092,2.5394971
-1.1670846,1.8949555
-0.7034791,-2.0989017
1.2738289,2.2326772
-0.9550125,-0.7744956
-0.8241904,-0.5394203
-1.1940833,0.92835987
0.10599831,1.3873311
2.8358324,1.3748207
-1.0574435,2.1612253
1.2994802,1.0391484
-0.8340813,1.0798302
-1.3813732,1.6212332
-1.1761903,-2.9726362
0.9000408,0.3544412
-1.6983986,1.1746972
-0.7269455,1.4691558
-2.4041855,-2.3516405
-0.48907775,0.74157345
-2.3834934,1.5424109
-0.17275646,2.5512834
1.901804,-2.7137554
-1.6769848,-2.5585947
1.3206623,2.3265505
-1.015906,1.9500777
1.4992526,-0.4070294
0.8211435,1.4190999
1.103063,-0.41400492
0.25043535,-0.030883096
-0.7282866,-0.40719584
-0.62213624,1.0119759
-1.5042176,-1.333619
0.3004275,1.7958958
-0.4113102,1.0093855
0.059355512,-0.8821868
-0.04442995,-0.56611615
-1.394152,-1.3864782
-0.6093652,1.4379871
-0.08705381,1.8683764
-1.4430039,0.7462183
0.7914064,-0.7684704
2.4428663,1.1802974
-1.5358872,1.0037475
0.10885127,1.6563739
-1.3290141,-1.8977382
2.8160734,1.0671864
-0.662981,1.3199793
-0.44891906,2.4820225
0.26565924,-0.59751236
0.94375736,0.7324579
-0.8350019,-2.8929265
-0.16135553,-0.9141557
-0.7621152,-0.79002786
-0.77414554,0.86764205
2.2273395,0.09998329
-0.08468867,2.9263556
0.1539002,1.4883347
0.62118304,1.6307036
-0.8485262,1.4649807
3.998615,-0.23752815
-0.9350497,1.4631617
-0.20691922,-1.0206753
0.1394134,-0.1661344
-0.5073973,1.5703161
-2.3391566,-1.9534928
-0.39911354,1.5887737
-0.7558202,2.551412
3.5309799,-0.97775006
-1.7604634,-1.7158622
-0.75575244,-0.65485346
-0.6540441,0.85534966
-1.657756,-1.9276395
-1.5302117,1.6637789
-1.6815902,-2.148057
1.007027,0.86296725
-0.9984309,-1.0525405
-1.1037402,1.382557
0.17974238,2.8345118
-0.8836633,-2.7596176
3.7347007,-0.69758475
0.030434158,1.824019
-1.4675432,-1.9690487
-1.2861631,1.9980365
-0.4964931,-0.41775647
2.4302132,0.16949204
-1.546716,2.3432963
0.28781658,-1.1046251
-2.566012,-2.0446708
4.08316,-0.50812256
-0.75326484,1.9164983
0.8986794,1.7774785
0.16138652,2.1793616
0.84980094,1.7147549
-0.8418538,-2.6239831
-1.3771892,0.7722939
0.31263277,-0.7000122
-0.29839292,1.1211041
1.3119752,1.8297957
0.29625422,3.4849658
-1.0103766,-0.5170666
0.407162,2.0285432
-1.5085073,-1.7018322
-1.0329924,2.1409967
-0.8573151,0.7858597
-0.9687459,1.3247793
-0.86458695,1.0713795
0.7806021,1.051239
-0.37474304,-0.65891147
2.2995546,2.0890512
1.1429436,2.016092
-0.9002002,-0.49877802
-0.63680595,-2.4385643
0.117221296,1.5086814
-1.0899601,2.43529
2.0191243,-2.1661682
-0.58667666,1.2073709
-0.39107618,-0.526615
-0.48648816,-0.9654635
-1.1018755,-2.3832607
-0.9826291,1.5019566
-1.5194767,-1.4122161
-1.4683456,-1.7452544
0.47513792,0.11595538
2.383491,0.12318754
1.2878559,0.941584
-1.0301934,1.9342788
0.6289163,0.18727317
-0.07953007,2.0548985
0.071104854,-1.7636422
-1.0703828,-2.536477
1.126857,1.2580622
-0.8706612,-2.3759353
0.69057536,-0.157204
0.82817566,-0.24242494
-1.2461147,1.3635215
3.1334815,-0.18142873
-0.3296119,2.5953736
1.7014465,0.2782196
0.092372626,-0.14457732
0.8611028,1.3763285
-0.8141886,1.3598585
-0.5012427,1.4545187
-1.586212,-1.7303401
-1.3789121,1.1439846
0.040290292,1.4125795
-0.390222,1.6023904
0.31637955,2.3290043
-1.5279255,1.0900338
-0.18446746,2.3525357
-0.4411763,-2.647351
-0.83790016,2.0367236
-1.8223492,-1.3255292
0.40811622,1.2842968
-0.03452967,2.4353564
-1.5430331,1.2178928
2.3750758,0.6874403
0.108999245,-0.9756851
-1.3059232,-2.3151977
-0.17351282,-0.5581736
-0.4322161,-2.142937
-0.49806243,2.6375768
1.0265734,1.4962263
0.50995815,-4.808887
2.3142562,-2.4412696
-0.8495377,1.6314131
-0.8500963,1.5909938
0.52795446,0.8855889
0.087935984,-3.2898984
0.34319332,-0.7512703
0.47308427,2.3817656
-0.99168056,-1.6572677
-0.4892354,-0.4162957
-0.5449779,0.6234189
0.898943,1.7230153
-0.48657978,1.4255952
2.8019528,-0.1149481
0.28587297,2.5377927
-1.2846942,2.762349
-0.42069045,0.76195776
0.763496,1.8858441
-1.2237402,1.3843
1.8840879,-2.4595075
-0.548015,1.1008908
1.6630282,0.41022632
-1.1359276,-3.5192
0.9053319,1.2865452
2.016559,1.5352178
-0.36989376,2.438364
-0.71952116,1.0616597
-0.4599343,0.7239361
-0.59246486,1.2267486
-0.87411404,-2.45985
-0.341175,2.6952665
-0.79735285,2.6398766
-0.7663656,1.2050754
2.2418814,-2.40847
3.0835342,-0.07285957
-0.30312064,-1.1044216
-0.75550264,1.7982883
2.013653,0.92274666
-0.44062608,1.7414252
-0.25682098,1.3604234
-0.5355625,1.8565036
-0.7868911,2.789909
1.160245,-0.03261704
-1.226867,1.1367157
0.037140805,-0.6451081
0.9714102,-1.1135345
-1.280799,1.4362017
2.4073718,2.445752
2.5590918,-2.7127888
-0.65564203,-0.3582503
-0.34533554,-0.54302454
-0.10437835,1.9723197
-0.8859322,1.7058902
-1.1490704,-1.0162884
-0.81574535,3.06312
-0.93786174,2.7020652
-0.23253247,1.6130114
1.7313478,3.2053697
-1.6990631,0.9530318
0.20358053,1.026687
-1.8636546,-1.5586659
-1.2113302,1.6546576
-0.78962874,-0.4454913
-0.8690397,0.5400654
2.5617862,-3.0757203
-0.55051035,-0.40228838
-1.1308415,-1.7583567
0.39733854,1.7027763
-0.96610576,1.2780181
0.44435555,-0.047790743
1.0500593,2.2895744
0.4746365,1.4717382
-0.8778718,-1.9297101
-0.96842426,1.5279566
-0.14094153,0.36170954
0.6467588,0.8573277
-1.181192,0.98134005
2.4302773,-0.20201749
-1.5879174,1.6536655
-2.1115963,1.9822222
-0.44335443,0.57827795
-0.33661225,1.2629676
-0.18326488,2.8092618
-2.1428568,0.817979
-0.020488776,2.1292784
-1.4554623,-1.5545799
-0.60187393,-0.6744665
-0.7892548,1.290088
1.0879515,1.971089
-0.5789215,-2.6901665
-0.67832786,-1.3935862
-0.760245,0.66875577
-1.9234014,-2.296255
3.5618005,-0.7218003
0.19920932,-0.7574394
2.0393474,0.7859335
3.37591,-0.8324374
3.9871826,-0.6596347
-1.9658124,1.1611325
0.14166385,-2.7827117
-1.5868229,2.4359696
-0.85199547,-1.6688443
0.13369595,-0.41625628
-0.30400488,2.6229925
-0.551126,1.0427986
-0.46261817,0.88629234
-0.2510005,2.4653254
-0.86721295,2.5947819
-1.8505397,-1.6161224
-2.520361,-2.0240426
0.13842165,0.062125012
1.2027642,-0.05683758
-0.6897793,2.6451378
0.38891983,-0.20351616
-0.4755718,2.1458502
0.024186362,2.3138208
0.27034658,-0.75531554
0.56151414,1.1024655
-1.0007502,1.3185738
1.5359333,-1.8651069
-0.89023703,-0.37492687
-0.99994487,-2.1778378
-0.51851594,0.94435465
-1.566097,-1.9506116
1.2695267,-0.12690851
-0.8377692,2.793189
-0.2516852,2.057282
-0.43422043,1.3393011
-0.87670827,-2.3377254
-0.46551174,1.5568483
-0.96841973,1.0543237
-1.7515119,-2.2299562
0.078858,1.3518853
-2.4165452,1.2413167
-0.071767054,-1.5797982
-1.0152795,0.91867614
-0.26783055,1.1194099
0.16935055,0.01896204
-0.75114626,1.5075772
1.3627402,-1.6811432
2.7268996,-0.64479077
1.3712362,0.14647633
-0.144752,2.2908256
-0.4925239,1.4366204
-1.6677622,0.93939126
-0.48348933,0.79418325
-1.8998973,-2.45419
1.4123043,2.3495855
2.1308506,0.9031564
0.2918386,-0.32960838
-1.063515,-1.3556378
2.2249987,0.9681742
2.933807,0.10727802
0.48680958,3.216972
-0.898519,1.3351356
0.30796802,-0.13029917
-2.0889888,-2.2087967
2.6760488,-0.61209965
1.4403243,-2.0038435
0.37903276,-0.53648293
-1.2472934,-2.0045834
3.8343048,-2.0245285
-0.6514353,1.3969814
-1.9225836,-1.5040005
-1.0755147,-0.81750214
2.1436634,-2.3799958
1.9841222,0.4268795
-0.55267745,3.1545122
-0.13086063,-0.25916702
0.25240606,0.1451039
1.0347303,-1.2737362
-0.8525082,-0.99716973
-0.6494047,1.3037021
0.73704594,2.5214725
-0.7890669,-0.09863275
-1.2783532,-1.2049817
-0.007999368,1.9441308
-1.0676967,-1.9823474
-0.24523205,1.8884608
1.1851248,2.0358913
-0.32496306,2.0544767
1.6116636,-2.2385414
-0.17938057,2.2440445
2.71402,2.737242
0.19467884,-0.70537555
-0.19632432,-0.5747994
-0.8419878,-2.3947942
-0.98854715,1.9694196
-1.3482941,0.94349575
0.6687614,-1.4937698
-0.84607226,-2.6195397
-1.0654073,1.261318
-1.0215589,1.3271111
-0.22815323,2.2329512
2.0934582,2.2268178
0.92586803,1.481834
-1.3439755,-2.660116
-0.8419713,-2.6307154
0.18557188,2.0969732
-1.3212526,-3.0565658
2.667531,-0.6110712
1.1789006,0.010990366
0.37705618,2.703398
-0.050204746,1.825704
0.17290737,-0.3653107
0.3010969,-1.0624573
-1.1962419,-1.0676813
-0.78220063,1.9103614
2.7967677,-1.6349827
-1.1704204,-0.6400925
-0.9656021,1.3832814
-0.66267276,1.3933296
-1.0358899,2.2590022
1.4359391,-0.46778288
2.2759628,1.1768042
0.22139451,0.9325131
-0.5866763,2.005991
-0.49296212,0.862609
-2.0741148,-1.4603832
1.9568818,0.7334962
3.695983,-0.6793915
-1.3081162,1.9565052
-2.016253,0.7603873
1.4500655,2.7278142
-0.60928774,-2.3775249
-0.78023916,-0.7905264
-1.0567766,2.3393424
0.17881349,1.8232768
-0.5080869,2.2868712
-0.80497193,-0.40532282
0.017081529,2.4321446
0.17865564,-0.4103934
-0.93615633,-0.6137568
-2.071073,-2.205378
1.5734683,0.18517298
-0.54814,-0.497307
1.0275553,-0.96999776
0.70977503,1.223244
2.0667534,2.5018022
2.3942862,3.3984447
-0.47131038,0.363844
-0.10666742,-0.7259917
1.1769351,1.7006153
-0.6117823,0.94180906
0.08408912,2.5166276
-2.0133677,-1.3640579
-1.281224,1.1559926
-0.76467353,-2.1124701
-0.16139728,1.7096565
0.42765874,-2.549003
-2.144089,-1.9976926
-0.33915138,2.3836913
-0.11143344,2.0291095
-0.29027608,2.5845106
-1.9955435,-2.1382718
-1.1761767,3.269675
-1.1163191,1.8148161
-0.8773078,3.312271
-1.8053763,0.8770616
-1.4900798,2.1833472
-1.544777,2.762745
-1.0321234,1.1950182
-0.6079583,2.2367337
-0.15784493,-0.25182146
1.0398208,-1.403268
-0.7299656,-1.1473999
0.9141779,-0.18829058
0.11433847,1.7305032
1.7972581,-2.2827356
0.42430285,-0.55064166
-0.40114695,-0.37524772
0.12515208,0.53754115
-2.2728148,-1.3133645
-1.3966886,1.9819254
2.3645153,4.0430446
-0.014048703,2.507301
-0.37014335,0.8579515
-0.066873915,2.6796277
0.35718396,0.8433337
-0.29423666,2.1364973
-1.2264158,-2.8376532
0.35494524,-0.5603274
-0.5179873,2.643507
-1.0048342,-3.7221394
0.74122125,-2.7696826
-1.0453773,-1.6776632
-1.5337161,-1.4427564
-1.0348839,1.7241076
-0.25723207,2.3708658
-1.0325301,-1.7489069
-1.0516087,-2.7954173
0.61493003,0.0009075701
-0.7974154,-1.9660314
-2.070885,1.5003922
2.810278,-0.2539593
-0.20184559,-0.7688066
-0.74184966,-0.7565315
0.6058466,1.9311196
0.5037094,0.052342072
-1.579102,-2.6318452
-2.5552619,1.0861408
2.8397598,0.9637755
0.70949477,-1.2735207
-1.4335202,1.0544175
-0.09765401,2.4872298
-0.6803571,-1.1043174
-0.2696048,2.6465092
-0.4604147,-1.9411358
-2.4099245,-2.088013
-1.2184215,0.9718838
-0.19544575,0.40635893
1.2102901,3.0559187
-0.96987134,-0.67671525
-2.4944823,-2.2858891
2.406552,2.3492305
1.4359276,3.310112
-0.97426957,1.9324471
-1.2355592,1.8726026
-0.08572065,2.9923842
1.5425943,-0.5337962
-0.9923031,1.2254789
-0.056585602,1.999674
-1.8541613,1.7862712
0.55743855,2.3772993
1.5627126,0.665377
-1.0047954,-1.8020735
-0.95010287,-1.9743159
-0.492661,2.7193992
-0.0132051855,2.5423155
-0.35249013,2.8258965
0.8936146,2.4058561
-1.8416617,1.2981824
-1.0425763,1.0326246
-1.2174917,1.8967122
1.0161294,1.7858295
-1.3024681,2.0649023
-2.76706,1.138828
2.34454,-2.8116639
0.6065955,0.45183697
-1.5680772,-0.929636
3.8836029,-1.9542345
1.5372405,2.1823244
0.6951742,1.8973738
-0.85087436,3.3139904
0.019276086,2.031325
-1.2985332,1.5716193
-1.887308,-1.9769895
-0.7502931,-2.0560205
-0.2983277,2.9652247
-0.74169284,-3.1237626
2.4284,-2.664918
-1.3042426,0.7026839
-0.40573955,1.7238164
1.6685004,1.363265
-0.19631854,2.4077635
-1.8521805,-1.1148318
-0.837178,-1.6482639
1.7421876,-1.5036211
-0.34028605,-0.8549632
-1.7249186,-1.8357882
0.5636984,1.4784162
0.20525676,-1.1462535
0.9353508,1.991902
3.9316587,-0.7779989
-0.85309815,2.3687384
0.95254326,2.5902195
-0.93126696,-1.0730968
0.05369617,1.8970679
1.3492275,-0.6364043
-1.1334182,1.6536684
-0.5994599,-2.8958619
-0.0035860687,-0.43759355
0.4721843,0.26555297
-1.0599184,1.9488
-2.0015025,-1.1919651
0.020482138,2.5885024
-2.1933203,-1.7554499
0.6072236,2.3494918
-0.31514207,1.3041978
-0.0347185,-0.9305345
0.83489805,-0.32486752
2.3429582,3.1789165
-0.87062377,0.70999885
-0.14253873,2.7978354
-3.3104026,-0.34925854
0.1814962,0.90949523
-2.2424915,2.332656
0.8044921,1.7271111
0.46535924,2.6201315
-0.82600087,1.8955699
0.025877576,-0.083115116
-1.4316046,-0.688581
-0.48226953,-2.2884693
-0.14276364,-0.075872175
-1.1311277,1.6737788
0.68388015,2.6135705
-1.4291861,-2.2458146
0.052315664,2.232807
-1.6078391,-1.3690941
1.2432834,-0.7588538
-1.8333559,1.5502748
-0.3449396,2.3601806
-0.5727705,1.1830307
1.9189552,-2.152002
-0.12206354,-0.5255736
-0.68154055,1.294367
4.156811,-0.26185668
2.8420608,-0.24608693
1.6161034,0.8439249
1.6035938,-0.44513804
3.2679806,-0.69408894
-1.16343,-0.85804677
-0.80043274,1.844888
1.4925103,-0.28104162
-0.38298374,-0.8737261
-0.5504861,-2.0748224
-0.39988083,2.1398728
2.0749323,-0.23002839
1.9335892,-0.08531685
0.36590058,-0.3955566
0.2578758,2.3022478
-0.8157043,-2.0807524
-0.7194164,0.9809414
-0.75415957,1.4546924
-2.233796,1.463796
-0.90415514,1.7810456
-0.19678864,-2.8821526
-1.5551661,-1.5685961
-0.695842,-0.5888878
-0.47911114,1.0672785
-1.0515172,-2.4611213
1.7649257,0.51596105
-0.11808405,2.0966456
0.40700984,0.95319736
-0.3480851,0.81661093
-0.47457033,3.1360133
2.9135597,-0.627323
-0.7065562,-2.3756554
1.0213455,2.1098702
-0.62169784,-0.7870308
-0.6273261,2.1616707
-1.4563802,-1.6214079
2.0035424,2.3379939
-0.5421379,3.5033505
-1.5910053,-2.6619077
2.5156555,3.0007966
-0.52791387,1.4561248
2.1173475,-0.31185794
-1.149379,-2.1799393
-0.21686947,1.7751293
-1.8228171,1.7201707
0.61883956,-0.55342615
0.053286515,-0.4652742
0.21708879,-2.8682938
-0.890298,2.0223913
-1.4128054,-0.8999847
-0.39101186,0.86572576
0.9983151,1.5930535
-1.2839788,2.5186396
0.6253556,0.6972891
-0.32782197,1.1887403
-1.5790685,-2.2590225
-0.15127489,-0.026237346
0.88373005,0.14864084
-0.5385689,-1.7281519
-0.8941972,-2.9174185
-2.1069405,1.2616936
1.0314243,1.4868325
2.4051514,0.6143534
3.2849252,1.0831257
1.9504782,0.6399796
-0.21989194,2.5760627
-0.3451848,1.164946
2.6418748,2.593294
-1.0900191,0.98893416
0.6724226,-1.8187817
-0.5562744,2.362787
-1.3270094,-2.1846879
-0.925602,2.79571
-1.0119314,0.5788448
-0.3160148,-2.1527407
-0.625416,1.1473069
-0.6312886,-0.37590623
1.5198556,-2.076713
-0.3276223,-2.301102
-0.45643288,0.5894742
-1.3834465,3.4298687
-0.35322115,-2.6504443
0.31058615,-0.62672234
0.87726766,-1.146741
1.0684024,-0.17546722
-0.70275193,1.2688816
-0.012143761,2.2332566
-0.2946697,-2.9049375
-1.1222575,-2.490999
2.3947122,0.81347203
0.86364806,1.1531315
0.6922342,1.353337
0.3397895,0.6740049
-0.85807115,1.5406239
0.3425558,1.8285879
3.7167327,-1.9011984
0.6115192,-2.9627953
-0.7648851,-2.443412
2.8402255,1.034377
3.6272895,-2.0413241
-0.6462208,0.76266587
1.1288971,-1.158586
-0.5789249,2.343078
-0.33593684,3.044051
-1.108268,-1.4098965
1.3772238,-1.6681348
3.7090123,-0.53016233
1.4970475,2.6160202
1.3881614,1.1016561
-1.9081966,1.4321287
-2.0035944,1.0656348
0.05588229,2.1435661
2.0246596,0.10454212
-1.4014791,1.4439157
-2.0835369,-1.586311
-2.0587246,-2.1799805
-0.88253593,-0.5432602
-0.9839458,1.6666161
-1.869769,-2.195924
-0.5047628,-1.9437455
-1.2026192,3.3225412
1.9294642,-2.0976346
-1.2518821,1.3129331
-0.5270912,1.4432793
0.80215794,0.25726953
2.1179023,-1.1356437
-0.5239553,-0.25465512
2.215522,1.8045242
1.448113,-0.087045155
-0.96549374,-0.6944045
-0.3502089,2.1767983
1.2624985,-2.2342918
-0.603646,-2.6950324
-1.0227315,1.8998381
-0.8122817,-1.9499248
2.0799606,3.1905117
-0.58356553,3.3213172
-1.6748458,-1.9121724
-1.5304939,-1.1839994
-1.1970074,1.5917158
-0.67375886,1.8849145
-1.2017612,1.7800004
-2.140473,1.1283109
-0.5811878,-3.2874064
-1.5978202,0.56917906
1.5053056,-2.1858096
-0.7852778,-2.678477
-1.1140324,2.3678615
1.0521442,2.050864
-0.9109607,-1.817093
2.2354834,-1.0469543
-1.2798673,1.5417751
2.4023278,0.85201085
3.4583364,0.3949735
-1.3337377,-2.9955733
-0.80123615,1.4851131
-0.9355604,-2.9289005
-0.95323163,1.6136714
-0.6365725,-0.51352537
3.5949435,-0.48162687
1.3292421,2.218383
-0.23596266,0.83188117
-0.6821604,2.6603618
2.301056,-2.4426806
-0.8915637,-2.5149598
-0.513432,-3.4773629
3.1978185,1.0609062
2.7198741,3.0418801
-0.7466392,2.1578145
-0.95132357,-0.47872573
0.065437175,-0.82270277
-0.8543532,-2.3116195
-0.6116252,-0.5979858
-0.15089169,-0.3304124
-0.03912835,-3.0612886
-1.3499681,-1.4927015
-0.9145866,1.9030827
-1.3672016,2.4767237
-0.28387564,1.6962216
-1.0421615,-0.6287122
3.102081,-0.4410385
-1.0099181,1.3851334
-0.9818942,1.7907118
-0.33974865,-2.4463663
1.4149555,0.81519485
-1.3865834,1.7284924
-1.6113455,-2.0106294
2.7875562,2.6168325
0.6865412,1.3823502
0.5192734,0.59229374
-1.2603056,1.9852546
-1.5731606,-1.9882447
-1.0133625,-1.3351097
2.144095,-1.8340464
-1.1802808,-2.3415334
-1.3889288,1.3857132
-0.20061061,2.3505633
-1.3868847,-2.2368484
-1.2493734,-2.03976
1.7287662,-2.587746
-0.5696252,1.4819854
3.5912223,-0.6577034
0.2977515,-1.833646
2.5349443,1.2028658
-1.3093094,-2.1558194
-1.2671915,-2.200651
0.7841569,1.2301109
-1.1470622,-0.6153105
1.0677414,-0.8213297
-1.6487223,-1.0582657
0.0043019056,2.1579304
-0.020702124,2.6130912
-0.5550564,2.3373423
-1.2666788,-1.1117811
-1.3649356,3.14524
-0.6104577,-0.42244014
-0.09296592,2.7604575
3.2361002,-0.4989523
-1.1002778,1.5696552
-0.69518745,-3.3854048
2.066995,0.71782887
2.506792,0.9221784
-1.9278538,-1.4707521
-1.4140849,-1.4541669
0.31988853,-0.4075422
0.9475207,1.7763715
-1.330258,2.44059
-1.0041554,1.6585461
0.39896905,0.4149064
0.6488152,1.3626531
3.3291414,-0.73099995
0.68934536,2.7528107
-1.2313339,1.4838382
0.14143619,1.6410737
2.8618345,-0.33059505
2.0695734,0.9706807
-1.4072566,-2.514545
-1.6550092,-1.5615139
1.4798194,-1.9683437
-2.1490583,-2.0860722
-0.22253558,-0.64728856
0.54274887,2.0628886
0.3458472,0.5337013
-3.1959176,-1.1009891
-0.812639,-2.1988583
-0.013664074,-0.19453187
-0.90313107,1.4752593
0.19396606,-0.56925255
-1.5079943,-1.7759297
-0.5539903,-3.2053883
-2.4275358,1.0102946
1.5906432,1.468341
-0.5974195,-2.0176227
0.3174419,0.029985756
0.2941693,1.5120975
-0.5773741,-0.660722
1.3435376,-4.2810917
-0.3438673,0.7104676
-0.44795132,-2.446576
0.4560472,3.0603828
3.809242,-0.2603964
-0.08349485,0.42337313
-0.97018284,1.830222
0.50158316,-0.5178989
1.1326554,-3.5346591
-0.87566483,1.75574
-0.92317003,1.0159675
-0.035789005,1.9508699
3.5629046,-2.175007
0.30261928,0.029775739
-0.20619684,0.79302394
-0.3835849,1.6662815
-2.1449149,-1.2340801
0.12179054,-1.3154018
1.5810343,3.281984
0.5906958,2.130216
3.5808313,1.6159146
1.5072869,0.21878555
-0.8315408,1.5076448
0.17065932,-0.16228557
-2.4009385,-2.3944747
-0.44231242,1.4398587
0.33921316,0.20095414
0.36786166,0.053100556
-0.04378379,-0.1659629
-0.5259603,-2.165618
0.03659848,0.012443215
2.4859054,1.0203071
-1.1314348,1.6096871
-1.088661,-0.41605043
-0.49901295,0.62504315
-0.10087586,-2.412337
1.0131946,2.0580657
1.2935876,-0.30793053
-0.02525837,-0.16522834
0.42739186,1.5880709
0.040290292,1.4125795
2.630035,3.5224805
-0.800613,1.5667179
0.8444385,0.54514074
-0.49733454,1.1826531
-0.4501186,-0.304433
0.2742825,1.2413486
0.118158534,0.20712158
-0.8225319,1.8684894
-0.51322603,1.4149033
-1.0137887,-2.0576344
0.05170405,-0.57733786
-0.9502918,-1.7052362
-1.1783445,2.3914561
0.12417704,-2.4584587
-1.178738,-1.8465408
1.732591,0.4839681
-0.3984568,-2.964156
-1.6715603,-1.4679291
3.0117807,-0.5884583
-1.7196832,1.9763004
1.4401432,-1.5738345
2.7490754,1.0054837
0.15347461,0.888656
1.6719099,0.2171084
-0.9978911,1.767958
-0.17642486,-1.84767
3.2199275,1.1909102
-0.63265824,1.2176049
-0.29897866,0.9707966
-2.3077857,-2.0712378
-1.09427,-2.2238805
-1.0392435,1.7413653
-0.22404024,-0.7016721
-0.5476222,0.79674184
-0.65912795,1.4983108
3.3220296,-0.55227995
1.8300186,-0.18951917
0.3091668,0.7822963
-1.003463,-0.45033315
-0.92348605,1.6008167
1.0427624,-1.4965085
-0.72078484,-0.635175
-2.207754,-1.8924348
0.33074206,-0.42144874
-0.58889663,0.6256932
-0.56159097,-2.6891544
-1.136196,1.3555706
1.2149835,-1.0752985
-1.0009238,-2.697187
0.88375354,1.6399882
0.23439252,1.943137
-0.13058642,-0.354748
-0.7512058,0.5660074
-0.86451477,2.4477098
-2.2508962,-2.1062763
-0.8809034,-0.6583712
1.6642747,-2.208952
-1.3183584,-2.8070195
0.32799435,2.660859
-0.43513083,1.0240895
-1.5468472,2.8774378
-0.09092391,0.33872348
-2.4318454,1.3489987
-0.6132691,1.8603462
-1.1341581,1.8132391
-0.653362,0.7085117
-1.0623273,0.8692428
-0.31951624,-0.6087928
1.129973,2.1677763
-0.77549523,-0.69586146
-1.348297,0.9892638
0.25508264,1.255994
-1.1133946,2.6825914
0.31324777,2.0583465
2.7019212,0.747259
2.9008367,1.5321766
1.5139388,-0.18964402
0.9052118,2.023603
0.083928384,-0.2373582
-0.47228694,-0.44980952
-0.15033716,-2.1173568
-1.7257208,-1.1098448
-1.0377599,1.1269975
0.42635474,2.9087837
-0.95410293,1.3034904
2.8235781,0.1434316
-0.84165627,1.2651502
-1.2911302,1.6405737
-1.3648562,-1.5352031
1.3025714,-0.5451087
0.8355597,0.049788907
-2.0275006,-2.3940845
1.2188882,2.132775
-0.7121201,2.3033702
-1.8562155,-2.2617009
-0.47559392,0.97949874
-1.2032609,-2.4954133
-1.3368837,-1.9254438
2.0535266,1.4263394
1.032282,-0.59990346
-1.8887674,-2.3245738
0.41164163,0.070443526
-0.7975968,-2.7879457
-1.1247784,2.9259903
1.4203222,-1.076337
1.9034507,0.98542583
-0.0633548,1.1946316
-1.7715795,1.607457
1.6310134,0.29145902
1.5802621,0.7929504
4.065253,0.4442688
0.043996356,-0.3611931
-1.1273355,1.7341396
-1.8394568,1.7539183
