vivae1,vivae2
0.25213113,-0.1801566
0.67621124,2.54719
-1.1993978,-0.8034893
0.9623803,1.9337369
-0.0040309504,2.2905262
-0.94081026,1.0180838
-0.7542703,-3.023152
0.29600278,1.4022125
-0.075309314,-2.5401318
-1.4488796,2.0636039
1.1427248,0.47328523
-0.60783345,0.7841675
0.26642278,-0.51411384
0.39281377,-0.025213555
-1.196054,1.8960398
-0.73171514,1.3288634
0.7288519,-0.011346705
-0.38940546,-0.5562899
-0.6501259,2.2290413
-1.3271126,-1.07762
-0.46587574,1.1796515
-0.6550673,-0.35147518
1.113352,1.4123826
0.3008612,-0.40045124
1.1993785,0.1478754
-0.28765488,0.9183477
-1.5963919,-2.239057
-1.6871507,2.7984657
-1.1259146,1.2689543
1.8236874,-1.8186611
-0.631666,-2.1236734
2.9064305,3.1042566
-2.1947896,-1.7081362
-0.57399786,2.2514234
-0.09323787,2.3759954
1.3345389,-1.266479
-2.1039765,3.5163393
-2.1094902,-2.1200378
-0.39710912,-2.809332
-0.96962744,-3.1050098
1.7355307,0.5793146
-0.23659751,2.187835
-0.6146392,1.1208586
-0.5304878,-2.566855
-1.197113,-2.0224974
0.46500394,1.9748927
-1.9215242,-2.3962512
-1.271492,-2.0335104
-0.48242337,2.659598
-1.9012792,1.432618
-0.84630656,1.3356162
2.623355,1.0911267
-0.043362968,1.9154235
3.1141825,-0.56451976
-0.77824455,-2.3103435
-0.8969909,2.4447525
-2.7198422,-2.973725
-0.71929663,0.83168685
2.189342,-0.018690936
0.80766046,1.7035341
-0.47370458,2.9628375
2.5332656,-0.28806078
-0.47859216,1.0192865
-0.46292973,1.8692881
-2.0109842,-1.7095827
-1.8946327,-1.9150904
-1.2845474,2.006658
-0.7272873,-0.4998645
-0.93436986,0.8334551
2.652937,0.13206628
-0.6558927,-0.5716427
2.4811313,-3.1375332
-0.64301515,3.235841
1.6117085,-2.1772642
-0.062001802,-2.8871171
-2.1436708,-1.4861516
