phate1,phate2
0.022199739906962952,-0.0021367373812926386
-0.012442499193218364,0.010451910813328294
-0.0036946460696220375,0.011856534693640808
0.019362248961561045,0.0074240661077943715
0.01947498652332182,0.001945688586311373
-0.000930345496793867,0.012240118794976246
0.01867448500623471,0.003438214206156893
-0.013387232192467683,0.0101246800784543
0.011086523792991097,0.006587361931640514
0.023126122788919116,-0.004137054855861368
-0.011121379490364628,0.010675041473263744
-0.03280998775693922,-0.005780598220394709
-0.032055485702064505,-0.003931002002472181
-0.019993479545378383,0.0073028320853846815
-0.0026597345877310643,0.011132286037029244
-0.033108686550604234,-0.00483021479800809
-0.015914861888347842,0.009255186066967763
0.01464447720625475,-0.012747610629330615
-0.03296072283963617,-0.004302085544024201
-0.014700852032342445,0.00986807693020523
0.02299349924137128,-0.003975494640066534
-0.007854078226275995,0.004245423489903683
-0.009016256256528144,0.011196218201438223
-0.03157910373244479,-0.002937403553157676
0.0013219871849553932,0.013557352683976209
-0.012757705157919278,0.010296749070863353
-0.03376175762592909,-0.005362148255955374
-0.028340746374059967,-0.003424608349129382
0.019513924318913457,0.0019908187724153445
-0.00948042213700108,-0.0008575530032174165
-0.015887672505441673,0.009430858833091282
0.01973523845084263,0.001497717673411864
0.012518026844583063,-0.008159254339131242
0.01969099090809574,0.0014990759127256968
-0.010070928712906818,0.011561292686037497
0.018233569103265776,0.0038299206700554175
0.019729715432754744,0.0008312595307883783
0.023493883314966876,0.0007373250919470444
-0.0268472647600109,0.0014870404580579774
-0.03204076403657435,-0.0037086751032169717
0.0221147504152082,-0.0033322718867510636
0.01995892549658644,-0.004508500073271073
0.016701856404856774,-0.01612407017046001
0.020963121812560694,-0.003875822080193092
-0.01600047939349166,0.009274750649251757
0.014632675925468276,0.005012491628521823
-0.011071495254056398,-0.012461972840776336
-0.014043514577835627,0.009808677750696972
0.02066193707786616,-0.0044380038118621646
0.013409812032653786,0.00998357813303439
0.01437964750316692,-0.013884584531696819
0.015186641866127353,-0.014694982430917946
-0.009624031022148802,-0.016036741185622327
-0.012474722039499907,0.010336438511375012
-0.01259603593286175,0.010194986674820718
0.019962426738777416,0.0008533453161077587
0.02017532898238451,0.0009978334241703506
0.0022468381721198593,-0.0077606033878993156
0.019689605410822916,0.00724331858188494
-0.015696557170959226,0.009257989235019689
-0.011757303588711012,0.010563760805066045
-0.03390088398193417,-0.005597982174803176
0.014907895003606361,0.004194876075631278
-0.015666742945975653,0.009184325446793637
0.02126874324283113,-0.003899455794876588
-0.023275851192354632,0.004825785673615395
0.023702188153717257,-0.0014995374972501217
0.015275526231407242,-0.013474460491127951
0.018528204621598526,0.0013846201627593076
0.017416488345004286,0.0042485590871317895
-0.033096698852818816,-0.005913019724188354
0.015740904787552457,-0.013455463247004728
0.023378787401675195,0.0005655153257771203
-0.012221803126130193,0.0102171252404495
0.019310051032009706,0.0032897995586348536
-0.016963579926070095,-0.021667713033260858
-0.03194588852373342,-0.003237555158846871
-0.011287602009734395,-0.006009463088847834
0.022520213838682097,-0.004420657274042942
0.019889097740523554,0.0004556888772920188
-0.0021039997505472767,0.010336002632608724
-0.012366683829435721,0.010292618325963834
-0.007982830701455414,0.011496550506554182
-0.010421952847494595,-0.00436576903531119
0.021495728313742062,-0.007252340962385392
-0.03192672482753996,-0.0034487021153582053
0.016157523037315775,0.009899022565180417
0.021493598032854107,-0.003859188579577509
0.007341454097632654,0.010679258900438231
0.020748798952026377,-0.00432338688452243
0.018778183551440154,0.0007203157584654798
-0.013999775306010362,0.009896697006216877
0.0110684588421961,0.011775271730113335
0.008644233682359503,0.006720084195243371
0.021411934684424466,-0.007718650116178568
0.02360695842503498,-0.004082763906998036
-0.03327656072666101,-0.005932983407236697
-0.027298985034941284,0.0019103241541190826
0.021286161613344373,-0.0035689522733925883
-0.007833681481802945,0.0009039140066988043
-0.0315364627146082,-0.003964994521619393
0.02020011350526158,0.005193412422197878
0.019605452330714472,0.003432650409666728
0.015848304034939562,-0.01411157377955571
0.024005577752706116,-0.0022469460333745996
0.015203328284651851,0.005536419476878405
-0.03228980673237696,-0.005037325584599418
-0.010825380793653607,0.010687616809661777
0.022053855114817153,-0.00441074373727298
0.019950584827534,0.0010619919698857474
-0.03191842567389039,-0.003834179433250705
0.020042030242080285,0.0010369491344561286
-0.013428705542719344,0.009789325625567356
-0.00037151153755824384,0.0010377448878590159
0.023101522352217428,-0.0011683680488892502
-0.0320469420018838,-0.004458521244335671
-0.033413988210775805,-0.005374853309192874
-0.03254414786964729,-0.004791562449254501
-0.03305431743867402,-0.005337528705154938
-0.023238944048555928,0.0002010116744771062
0.018809902163256936,0.0023220306278366014
0.016276034029740427,-0.015530694256669034
0.022168257458739248,-0.003954497832235168
-0.022789887721129755,0.005742229213710726
-0.03254345810576113,-0.0038011959898705777
0.018896005181636054,0.0016494996612473473
-0.014724226325142552,0.009724402649173392
-0.010219360532241881,-0.003787936728222337
0.01798362284939798,0.0033891989870457884
-0.014830054457384594,0.009597871021171584
0.022865076928857187,-0.0043622992666784
0.005322889623245555,0.011787395685811981
-0.011889644117620713,0.010651174287055707
-0.012035065500959737,-0.018326056485607346
-0.01919130244533993,-0.024936863513248333
-0.0022756792758591234,0.010236081009290304
0.02191170516175367,-0.003668563695452508
-0.008783407026824723,-0.01511411853324874
0.014568441572926768,0.009403605988746608
-0.032298009018511514,-0.004350667192196123
0.002038745214569135,-0.004817352261028814
0.0036961423686994303,0.011444158835732852
0.018736236893299705,0.004127697724633526
0.0021007404951003407,-0.006889726447637864
0.01435063748533282,-0.011278314099461284
-0.027151727972827007,0.00020909727249148055
-0.020763394099071752,0.006653996118441899
0.01978470210366548,0.0026992656651715144
-0.002616941826231682,0.013064905649515068
-0.03146169691982118,-0.005787947721856635
0.009957072292323158,0.01390185074538434
0.005247650085199492,0.011732483385609315
0.02084085881643746,-0.006966822020381912
0.023457158854463218,0.0012097359559050996
0.02263743653947297,-0.003399049092880994
-0.010757433066534686,-0.004742171904078304
0.021497208250070662,-0.0031058224839424172
-0.0023099146185097206,0.011073269887085643
0.019679531086866695,0.000520752342179061
-0.03305236262970519,-0.00451014388071611
0.01979308932461797,0.0018945138506744382
-0.01630368559600511,0.009106788714095057
0.02260972945380572,-0.0033922641414538667
0.018931941495386947,0.0022912192528277706
-0.0023834477889483454,0.013170970239669287
-0.019772578960587282,0.00748988124103224
0.01948942036081607,0.0014093410572719467
0.010474674420093486,0.010693960611839897
-0.019637099540609725,0.007282867041356323
0.019634632813808856,0.0032527489073838744
-0.03245526823304018,-0.004372871574703387
0.019339959733133107,0.0011724528880068896
0.013028337546879709,0.006271772451386721
0.018696337324142758,0.0020808544709378825
0.013210700210463429,-0.008248113470974048
0.02376470641333355,-0.000798596663450687
-0.001411987526023302,0.00972571993929899
0.014766644529934833,-0.013311444854410022
0.018048906761073923,0.0022695875847300153
-0.012088533396558705,0.010289917417717634
0.01765196448058774,0.008876729446592378
0.0007897412940247747,0.010399886103374383
-0.025556622192557468,0.0037348802585100162
-0.01103481434538203,0.010729576007573528
-0.017160847767174074,0.008715600428037366
0.013328211394262844,-0.000366431332315706
-0.020429739454108,0.00685114455924941
0.01905965445217841,0.0008231691976376868
0.01911006649591357,0.0018210688076265946
-0.033443103013549164,-0.0054183871438264215
0.023139231625149664,0.0019872119004890804
-0.032574387953697014,-0.0039692067349484704
-0.01186163680412825,0.0104743249271081
-0.03281142664987399,-0.005010469142011662
0.016106014226848143,0.004369409571999287
0.022600329671469254,-0.0030067296127407987
-0.03314453409149484,-0.006018430186268031
0.019632677422808303,0.0009623153376417166
0.0220918583729572,-0.004400017215031738
-0.02171120881925918,0.0064274351348408395
0.002356872338039959,-0.007954314218075445
0.009598623181570754,-0.000986940225736505
-0.014746060331999771,-0.01633638091268455
0.01975571063852191,0.005537376560424463
-0.007963613838354611,0.001127436721516788
-0.012598513174067797,0.010158323621436075
-0.014771112853872467,-0.016389650367311718
-0.012995196560240597,-0.012619308599102739
0.014264453362981657,0.005556940293288862
0.024113426446155158,-0.00037207490236958743
-0.02154738219430454,0.006159558523341592
-0.033670124557106,-0.005411575488867017
-0.012726097716314388,0.010654951671405991
0.018867974638075026,0.0017005784841892394
0.024035295907071284,-0.0029542223912977224
0.008214875140061218,0.007428063082251389
0.016075765062509687,0.005121344497727681
0.0220040915174505,-0.0030719846490802594
0.018043485728073214,0.002364050217724143
0.022293736921096104,-0.004007859084879595
0.015130860262464399,-0.013243943874125379
0.02284248461257112,-0.004482088194466703
0.011580178810217603,0.006667267456591772
0.006234214003650127,0.011291684002195861
0.021205870441571982,-0.007875275854397429
0.022715337727003643,-0.004002424401403108
0.02300950488741186,-0.003976189351473799
-0.03268896655200303,-0.003829442213573458
0.01807639198858638,0.0019113698532904671
0.0220565584480781,-0.008610180201069245
-0.015456315549630204,0.009493577020674436
-0.0013866087834862055,0.011801967169653298
0.022933268603253714,-0.004853201096283131
-0.016568796461179636,0.009017377357612877
-0.0028758320912707553,0.012246917422193426
0.02390978428067343,-0.0037290084041474813
-0.03248340555927863,-0.004503686719788378
0.02118046170965598,-0.0033708640179774085
-0.012902448176516954,0.010231300450532896
-0.02317535149028574,0.001100590304036217
-0.01433449317511057,0.00984350551340389
0.019891461540542794,0.001920798094646372
0.009145586039742299,0.014057308079027707
0.021404990572872328,-0.003986984641288328
-0.019126330862946937,-0.024859303529738423
-0.014877924293167054,-0.015900262689181256
-0.03375654030704118,-0.005368493275706644
-0.032887492766448465,-0.0063614471189673795
0.01517959523393197,-0.013370736223972024
0.01515757061463861,-0.014905307106563263
-0.0014653035698870215,0.01237043741332108
0.019520954557115017,0.0005108656302150056
-0.01747404523274157,-0.02273427494459049
-0.0079206547120973,0.011631202611539177
0.01889099974415043,0.003629938582810421
-0.016419278123294554,0.009040287213679676
-0.030978165857416494,-0.005355662973684652
0.018285749772259555,0.0025397075168974055
0.00468962734017711,0.011537491618796336
-0.003110261096461454,0.011009075382873053
0.022669339649476556,-0.003555171246536014
0.021356312945583347,-0.007566968465586734
0.022628601603367212,-0.003589685619881197
0.015189811138086807,-0.014462642413684876
-0.028556105827327902,-0.00202700572375812
-0.015965599289375014,0.009233620153614012
-0.010068447913526454,0.010904965700427323
0.023733185571851573,0.000698862806417804
-0.011357750584743467,-0.006149963620342711
0.0020771859551721042,0.011856242860076785
0.016948918863951515,0.0021024607758144873
0.019612418011363555,0.0034653851516689904
-0.03291054036349975,-0.005504186963977874
-0.03294997428437759,-0.0064319715937025575
-0.030025104208604936,-0.004666237523266214
-0.015399081619132423,0.009392943884665002
-0.03038157706191494,-0.004470584478652665
-0.028693965091469115,0.0002666133488665405
0.021706507258967743,-0.007818176633481432
-0.011010814897710665,0.01104914506888862
0.016015226877502738,-0.014357077142424736
-0.03334266757168322,-0.006218980306931389
0.01907732889164863,0.00366253936453888
-0.004685690405318523,0.012139715437337014
0.015739575223096647,-0.014738382160728262
0.021510346999637234,-0.008044123144735201
0.02204557404715264,-0.004357071422813585
0.019908695794086842,0.0014483600556453075
-0.002954182039655786,0.01141476455937288
-0.031211121745411928,-0.0025852845560135227
0.023496419519866727,-0.0028145982948663594
0.01559562131004457,-0.014322935788061708
-0.003920447973277424,0.0120309907867399
-0.006647051968849096,0.00401539045455317
