dm1,dm2
-0.08896362798721819,-0.036253573765941294
-0.07136472121992438,-0.03736683966701153
-0.08932672588573096,-0.035966617155618295
-0.08897208362273622,-0.036285558855104455
-0.08875117874962211,-0.03504487778461836
-0.08904576834150617,-0.03661766341653179
-0.08904596785664448,-0.03146980331058429
-0.08937106533323895,-0.036049381117298364
-0.08933678557353711,-0.03568631432611959
-0.08898640818873188,-0.03628968939500888
-0.08884745747353204,-0.03570627188583998
-0.08932453172783675,-0.035998665589721035
-0.08904891601012237,-0.03659917653877064
-0.08937128013150313,-0.03603308061839584
-0.08905313195725983,-0.036608074689239045
-0.08937523018431091,-0.036031072181298834
-0.08932664447493414,-0.03597790739965419
-0.08911001089914258,-0.031310713322042494
-0.08904939635525949,-0.03659176943031868
-0.0893715841345731,-0.03604493487105289
-0.08883373573949026,-0.03500962639777336
-0.08935428589886972,-0.036041188302271765
-0.08905042735381916,-0.03661938288456499
-0.0890517599827874,-0.036606308555671346
-0.08931927517721026,-0.035969674387650315
-0.08930842467799655,-0.036078708196097375
-0.08905187884582587,-0.03661726549691644
-0.08930112838703773,-0.03592027582319146
-0.0893703555934441,-0.036034420289497736
-0.08905284830864131,-0.03660766598777984
-0.0893314664535552,-0.03598670167903857
-0.08892080232271393,-0.036240532495274404
-0.08904336365529684,-0.03660505007470135
-0.0894577280963629,-0.03596535552312371
-0.08932708185697583,-0.03597745073899651
-0.08930891645663012,-0.035914005414327745
-0.08929605065694965,-0.03596964046237783
-0.08925446615673027,-0.034697594346678955
-0.08905186885088646,-0.03660233966765797
-0.0887835720284936,-0.03583724644071305
-0.08932867314512344,-0.0359885184184956
-0.08928659776917709,-0.03595355506464482
-0.08892361948476593,-0.0359183385324646
-0.08895316268258614,-0.03625080137926573
-0.08904649708670857,-0.03661681886726793
-0.08888045223358274,-0.036073693033671174
-0.08937175852673084,-0.03601526487490619
-0.08887721174317952,-0.0360660313110658
-0.08901847435159814,-0.0364337823140923
-0.0893615534469222,-0.03599464454947508
-0.08937442561720503,-0.03603433227216382
-0.08931940285905979,-0.03607518568373267
-0.08936966001098272,-0.036030902162351365
-0.08933172340475369,-0.03598705266144126
-0.08903782566170078,-0.03653075545871155
-0.08936458373353413,-0.03604794216913553
-0.08936487191591105,-0.03598345649487687
-0.08902488025908716,-0.03646032565960469
-0.08946794456371127,-0.03597328620070621
-0.0894502602409772,-0.0359603247547139
-0.08932762074944117,-0.035996772752446095
-0.08879339040313339,-0.03575234922110739
-0.08905236144348333,-0.03660936466464698
-0.08888024040289251,-0.0352390006859737
-0.08932788557759554,-0.036052477906326444
-0.08890316276080164,-0.035917637571196065
-0.08885011052376293,-0.03586681664258974
-0.0889939597659856,-0.036348203790769244
-0.08933106631967273,-0.03599157422356088
-0.08902701166288723,-0.03662342317334373
-0.0890069008093909,-0.036393539664724237
-0.08909466472206655,-0.03590679110225211
-0.08901669990631948,-0.036426912039335325
-0.0758314638154818,-0.03740048197516967
-0.08945805208267858,-0.03596654445712911
-0.08930838771627359,-0.03608253908141468
-0.08936736392248251,-0.03602772821825923
-0.08932307012333889,-0.0355469519115588
-0.08927806809264927,-0.03429628690460072
-0.08932671893985969,-0.035989860938116215
-0.08932478404016674,-0.03596398689119367
-0.08932126643940765,-0.035943368976907045
-0.08903815534537218,-0.036557910636773286
-0.08896157053289255,-0.03626423372908354
