isomap1,isomap2
-12.223394191749337,-4.304713139743266
4.497916702154715,-0.5141082112079922
1.3683762991291848,6.014083806941357
-13.451104245618502,2.2077202183139506
-7.907101791911454,-0.6813898033672529
0.008618438614713805,11.721048959849991
-7.5421956348592385,1.2508901990854444
5.018321483528036,-1.4490490350384548
-3.973870403038981,1.4849929630415937
-11.354904442418807,-3.9191678652921214
3.6223449791229427,0.7916188391139981
16.693736715942336,-5.5242786613244945
14.928440489043616,-3.7144339422273025
8.52695012477567,-4.335462810837716
0.7473118267851041,6.16704702860566
15.331447566205858,-4.998424014105401
6.75325482239329,-2.392018453160438
-6.1386667564764945,-4.313148206017595
13.04101236306136,-4.346805287193723
4.989872445054846,-4.157830995438923
-12.57232390224421,-6.346866517092442
6.285828595353017,5.124078200163583
3.190813297806935,1.337515039260496
13.793130100391927,-5.112337713681056
0.858322620670586,-0.6733897493586158
4.806761919066207,-0.14168621614108012
16.922410631036104,-6.487253104592319
15.470109654510587,-6.1334643586726285
-8.083022762879555,0.4173659447317822
6.80158747070338,10.930447168986829
5.5684053041146235,-3.8232533636267974
-8.581718562190936,-0.2525267641772421
-3.63053960556363,-3.1208735046790173
-8.221486762720348,0.680173134421306
3.232340687806419,-1.1581086782045422
-9.143992501193715,1.4889154073014579
-10.202567285823996,-2.1678994313088484
-11.40627561257996,0.8826316134918324
12.216539829761247,-4.5316271892569615
14.81961871332793,-4.185625656478954
-8.174595674537002,-1.3798136372351797
-7.875114100136244,-7.3867564908269525
-9.754736757009455,-5.183742426689224
-9.858106937475142,-3.108283341852827
6.436366992769005,-2.8729723165359444
-5.84086832448173,3.0864068296087948
3.6111970208189828,22.701180801522128
6.298267268995326,-1.2593686145737881
-7.924817521606938,-2.0274291968678306
-6.920375074244689,2.8766116973744325
-11.574643052680289,-7.343495368311643
-10.165186740402591,-4.710809432656477
0.6309565432334078,18.939712799351906
5.352226861158406,-0.12282113675340509
5.970940792500656,-0.9637403260969094
-9.730538258366726,-1.6615327587690738
-9.575179122016554,-0.6330712535108771
1.9154542999743085,6.044574170051395
-12.331393470534033,0.8985222296943713
6.774342017809623,-1.7552663153871508
3.7570779902546807,0.24133208997077135
16.710309560434414,-6.475888597611705
-5.262955789639762,2.866340610353631
8.860413954731621,-1.8849163520596566
-6.704756647029452,-4.582716791703918
10.718569725152692,-3.9265497097246613
-11.477834562833984,-0.5734414162700482
-8.156836128006242,-5.414011108106303
-6.362943677580102,-0.38851907290436183
-6.805715034841158,4.16472681771566
17.478894487924393,-3.5063231411619826
-6.998751602201216,-5.0239675696624335
-12.307335383272827,-1.594800541805461
5.004219811741585,1.5255753728696688
-8.583268850608754,1.9369121747468256
13.234759398478301,19.46024866546387
12.122064270791592,-4.930815920732705
5.319495803782742,9.54897913985392
-10.939856112709286,-3.5442349135234226
-10.310746816475817,-2.479379418788302
1.0875529794457455,6.756720409903903
4.614169651219354,0.36924971691923525
3.8923193218880234,3.605455006988095
3.833706051829786,9.593340883683885
-9.254260644847681,-2.5109457542948843
14.789721189608994,-5.477363235661848
-8.319520397614031,2.5453692151343894
-9.352830454939038,-2.27117237766033
-1.786435092993445,3.3136080720495453
-10.203135616065438,-5.071244214476962
-8.703965545883884,-1.1409922972513666
6.032260058448056,-1.9351306396068026
-7.508756894040765,-0.4109796677923499
-2.272458082175672,-1.3135460750672758
-7.389882286643709,-3.343818479525865
-12.010159871235276,-4.3133762021897555
17.320394251796554,-5.400083180863609
12.324502108106294,-5.490887095564338
-9.8051252419679,-0.8708954559439678
1.0331390308525026,10.57700898236829
14.713264484857019,-3.876601205405579
-11.618838054797656,3.398622630779636
-8.698154308431418,-0.2589109792071682
-7.3744145389029185,-5.5910533228404535
-11.914595307631274,-1.934292100813681
-6.502391127990655,0.6195170655579448
15.304627608544571,-6.16322381887499
4.262213718996074,0.6072109361289278
-10.562558439260183,-5.275758674660856
-9.438863320198154,-0.7925547800374373
15.362255712829782,-3.679771859775395
-9.541629578705779,0.4858740385087724
6.758002900147959,-0.0998192288145589
-1.1771028257518823,-3.1894581837156313
-9.750106698306071,-1.4809270572933741
15.61046305614297,-4.031820830142178
18.65614679679162,-4.794086453098544
15.511921909602144,-3.003600775444171
16.651264828953035,-4.379756606937315
15.144916422653665,-3.4770860448975096
-7.597379895615258,0.9737902084185373
-8.091635065893636,-4.527230019713526
-9.830888196797135,-3.005653603317734
10.284133023091464,-5.063314440546483
14.610406540276735,-4.579363583583138
-6.854265674956476,0.057704563395823694
4.638754578498941,-1.5541348827031536
4.94545088621934,8.802461272771506
-7.349026413945171,2.185473431327269
6.303110660126294,-1.5440503672061638
-10.299272117152865,-6.154657322701055
-3.812857447922549,8.06591058273808
4.817043475966247,0.7537564744954411
3.8740999138774126,19.57180717351207
15.665644550159053,17.63201260420908
-0.1502409846568671,6.605549791631972
-8.115007104253808,-2.2099920192251887
-0.3296688444226444,17.59005232411109
-6.7126624384806135,2.768606493926177
15.118753587890732,-4.044000442937215
3.677306242192261,5.97502518957486
-2.686857214793171,6.632367450730918
-9.12296023996556,4.19813469839951
2.8222669672030487,7.4694345705680405
-4.0867925682666,-3.277119623510181
11.78837105027042,-3.68227587630225
9.610198200676672,-3.4877225264038194
-8.620128252626778,1.6521699622709731
2.1711440974060876,7.9114981312368675
14.766764362127446,-6.1741793996456416
-9.107148041822123,0.7415390441836873
-3.5863750598427706,8.466784655881218
-7.3413184164275815,-3.2018282716144215
-11.9349375141411,-0.48096127368666985
-9.985429441635143,-3.08514669630388
6.43340826074142,9.230342160717523
-8.134898962771498,-0.9726810421096741
0.38326047748162684,6.437873960186707
-8.750340105192555,-1.4981049789178968
15.577824384557557,-6.291593950510332
-8.524609359951189,-0.5262685228159646
5.666043807952392,-2.6860919419226814
-9.723382665987224,-5.3374404616148485
-8.48817652990723,0.31881531750877307
1.6619719865072595,4.378613435922969
9.129421407270003,-3.537786143274516
-8.422052222572846,1.2795522654342661
-4.5442915121752305,-5.111453881206948
8.547295906710735,-3.059217552455235
-9.869401244938379,1.0101979047992495
15.506892413009545,-4.242756122340332
-7.6907013541326,0.891073754031793
-5.59935896036725,4.747314007603699
-7.775047995827803,0.9663202896701325
-1.9557036429377403,-1.9873433656833313
-12.511862483301943,-0.7412537128111892
